Date,Company ID,Revenue ($),Expense ($),Profit ($),Market Price ($),Volatility Index,Compliance Issue,Compliance Fine ($),Regulatory Change
2023-04-05,COMP_66,22713.94,144888.5,-122174.56,42.83,0.33,0,0.0,0
2023-04-06,COMP_66,482564.49,245470.01,237094.47999999998,56.58,0.73,0,0.0,0
2023-04-07,COMP_66,307337.04,220341.43,86995.60999999999,32.61,0.25,0,0.0,0
2023-04-08,COMP_66,497490.81,303353.49,194137.32,57.93,0.86,0,0.0,0
2023-04-09,COMP_66,492446.85,324596.03,167850.81999999995,104.54,0.86,0,0.0,0
2023-04-10,COMP_66,94180.19,224511.33,-130331.13999999998,39.59,0.37,0,0.0,0
2023-04-11,COMP_66,309097.49,83128.15,225969.34,106.95,0.61,0,0.0,0
2023-04-12,COMP_66,74689.42,41233.8,33455.619999999995,91.27,0.2,0,0.0,0
2023-04-13,COMP_66,461991.99,108951.09,353040.9,115.37,0.32,0,0.0,0
2023-04-14,COMP_66,373062.96,395029.27,-21966.309999999998,99.29,0.45,0,0.0,0
2023-04-15,COMP_66,422419.19,333703.44,88715.75,94.54,0.71,0,0.0,0
2023-04-16,COMP_66,293236.62,29634.72,263601.9,46.39,0.69,0,0.0,0
2023-04-17,COMP_66,397812.79,370175.58,27637.209999999963,52.51,0.51,0,0.0,0
2023-04-18,COMP_66,428566.41,132357.87,296208.54,56.28,0.68,0,0.0,0
2023-04-19,COMP_66,374344.31,143024.42,231319.88999999998,104.31,0.84,0,0.0,0
2023-04-20,COMP_66,289252.56,28560.78,260691.78,31.32,0.24,0,0.0,0
2023-04-21,COMP_66,98437.35,244843.72,-146406.37,86.51,0.47,0,0.0,0
2023-04-22,COMP_66,451515.68,343656.38,107859.29999999999,93.78,0.78,0,0.0,0
2023-04-23,COMP_66,442916.56,352168.45,90748.10999999999,103.05,0.54,0,0.0,0
2023-04-24,COMP_66,381751.46,309854.87,71896.59000000003,41.29,0.79,0,0.0,0
2023-04-25,COMP_66,244717.99,381985.04,-137267.05,33.94,0.21,0,0.0,0
2023-04-26,COMP_66,36463.5,281027.82,-244564.32,64.93,0.47,0,0.0,0
2023-04-27,COMP_66,219399.73,235719.78,-16320.049999999988,49.42,0.46,0,0.0,0
2023-04-28,COMP_66,239357.7,119000.41,120357.29000000001,40.1,0.86,1,0.0,0
2023-04-29,COMP_66,278003.37,108156.26,169847.11,59.68,0.58,0,0.0,0
2023-04-30,COMP_66,96603.98,356617.12,-260013.14,85.28,0.79,0,0.0,0
2023-05-01,COMP_66,51878.22,124693.64,-72815.42,47.19,0.87,0,0.0,0
2023-05-02,COMP_66,172102.5,53894.44,118208.06,102.89,0.48,0,0.0,0
2023-05-03,COMP_66,58883.34,17510.24,41373.09999999999,44.34,0.36,0,0.0,0
2023-05-04,COMP_66,440859.55,185296.8,255562.75,89.05,0.2,1,0.0,0
2023-05-05,COMP_66,327676.31,223259.89,104416.41999999998,98.96,0.89,0,0.0,0
2023-05-06,COMP_66,59458.22,317846.92,-258388.69999999998,58.06,0.46,1,9522.92,0
2023-05-07,COMP_66,60733.59,182176.12,-121442.53,111.77,0.5,1,0.0,0
2023-05-08,COMP_66,302850.91,79746.74,223104.16999999998,101.64,0.83,0,0.0,0
2023-05-09,COMP_66,28644.41,32175.62,-3531.209999999999,63.13,0.57,0,0.0,0
2023-05-10,COMP_66,141677.09,93456.25,48220.84,44.24,0.12,0,0.0,0
2023-05-11,COMP_66,51840.75,11790.85,40049.9,64.34,0.16,0,0.0,0
2023-05-12,COMP_66,408081.62,269176.88,138904.74,43.82,0.63,0,0.0,0
2023-05-13,COMP_66,191179.91,346940.1,-155760.18999999997,48.39,0.49,0,0.0,0
2023-05-14,COMP_66,303436.77,166855.6,136581.17,69.17,0.82,0,0.0,0
2023-05-15,COMP_66,428126.22,193553.09,234573.12999999998,34.36,0.82,0,0.0,0
2023-05-16,COMP_66,352259.63,110920.67,241338.96000000002,65.13,0.38,0,0.0,0
2023-05-17,COMP_66,148060.83,360947.58,-212886.75000000003,109.6,0.88,0,0.0,0
2023-05-18,COMP_66,484383.97,119134.88,365249.08999999997,95.47,0.86,0,0.0,0
2023-05-19,COMP_66,312756.37,172091.21,140665.16,57.87,0.69,1,5066.02,0
2023-05-20,COMP_66,223032.13,390504.8,-167472.66999999998,95.32,0.5,0,0.0,0
2023-05-21,COMP_66,26333.23,206510.13,-180176.9,92.38,0.18,0,0.0,1
2023-05-22,COMP_66,96261.41,68674.63,27586.78,63.94,0.9,0,0.0,0
2023-05-23,COMP_66,96789.04,318558.4,-221769.36000000004,105.22,0.67,0,0.0,0
2023-05-24,COMP_66,398220.29,260874.96,137345.33,99.4,0.87,0,0.0,0
2023-05-25,COMP_66,177555.27,194769.55,-17214.28,116.54,0.81,0,0.0,0
2023-05-26,COMP_66,232581.23,74868.76,157712.47000000003,116.45,0.7,0,0.0,0
2023-05-27,COMP_66,396923.66,94397.21,302526.44999999995,118.85,0.57,0,0.0,1
2023-05-28,COMP_66,20090.9,277714.18,-257623.28,104.52,0.17,0,0.0,0
2023-05-29,COMP_66,157473.09,50550.09,106923.0,99.69,0.84,0,0.0,0
2023-05-30,COMP_66,206303.05,306154.03,-99850.98000000004,107.5,0.59,0,0.0,0
2023-05-31,COMP_66,218398.41,248753.54,-30355.130000000005,76.28,0.24,0,0.0,0
2023-06-01,COMP_66,146109.78,10628.54,135481.24,104.47,0.12,0,0.0,0
2023-06-02,COMP_66,467583.83,323064.36,144519.47000000003,40.4,0.74,0,0.0,0
2023-06-03,COMP_66,259181.94,294513.92,-35331.97999999998,32.02,0.14,0,0.0,0
2023-06-04,COMP_66,280701.69,314591.63,-33889.94,34.67,0.32,0,0.0,0
2023-06-05,COMP_66,335808.08,34261.96,301546.12,99.07,0.22,0,0.0,0
2023-06-06,COMP_66,251372.45,87442.41,163930.04,94.28,0.59,0,0.0,0
2023-06-07,COMP_66,113620.68,228824.2,-115203.52000000002,80.23,0.63,0,0.0,0
2023-06-08,COMP_66,69536.08,52063.23,17472.85,40.25,0.81,0,0.0,0
2023-06-09,COMP_66,189110.97,192961.96,-3850.9899999999907,85.96,0.44,0,0.0,0
2023-06-10,COMP_66,443779.37,208077.97,235701.4,111.74,0.56,0,0.0,0
2023-06-11,COMP_66,214653.1,245017.04,-30363.940000000002,101.55,0.67,0,0.0,0
2023-06-12,COMP_66,31926.37,357297.87,-325371.5,68.53,0.24,0,0.0,1
2023-06-13,COMP_66,478255.97,395492.7,82763.26999999996,84.07,0.5,0,0.0,0
2023-06-14,COMP_66,162975.71,225394.55,-62418.84,108.16,0.87,0,0.0,0
2023-06-15,COMP_66,73779.17,59795.1,13984.07,115.88,0.85,0,0.0,0
2023-06-16,COMP_66,246409.74,335919.41,-89509.66999999998,56.29,0.66,0,0.0,0
2023-06-17,COMP_66,183375.45,37329.97,146045.48,106.65,0.4,0,0.0,0
2023-06-18,COMP_66,484723.35,59228.52,425494.82999999996,88.32,0.75,0,0.0,0
2023-06-19,COMP_66,481531.08,364143.73,117387.35000000003,54.63,0.87,1,0.0,0
2023-06-20,COMP_66,86686.33,31129.75,55556.58,70.49,0.53,0,0.0,0
2023-06-21,COMP_66,76646.89,100162.65,-23515.759999999995,58.13,0.43,0,0.0,0
2023-06-22,COMP_66,181614.63,368468.72,-186854.08999999997,45.8,0.36,0,0.0,0
2023-06-23,COMP_66,117112.67,273950.07,-156837.40000000002,33.69,0.27,0,0.0,0
2023-06-24,COMP_66,87750.89,89402.64,-1651.75,84.86,0.75,0,0.0,0
2023-06-25,COMP_66,490421.64,318595.02,171826.62,71.3,0.17,0,0.0,0
2023-06-26,COMP_66,219368.23,321513.82,-102145.59,95.48,0.26,0,0.0,0
2023-06-27,COMP_66,284520.39,181179.01,103341.38,63.3,0.68,0,0.0,0
2023-06-28,COMP_66,163162.3,362597.16,-199434.86,63.21,0.13,0,0.0,0
2023-06-29,COMP_66,38755.06,320511.51,-281756.45,30.57,0.23,0,0.0,0
2023-06-30,COMP_66,64913.11,283422.26,-218509.15000000002,58.53,0.51,0,0.0,0
2023-07-01,COMP_66,85297.63,59027.3,26270.33,64.61,0.22,0,0.0,0
2023-07-02,COMP_66,358646.29,243644.43,115001.85999999999,62.31,0.58,0,0.0,0
2023-07-03,COMP_66,55000.52,391405.61,-336405.08999999997,99.11,0.16,1,0.0,0
2023-07-04,COMP_66,342293.55,368052.8,-25759.25,60.75,0.42,0,0.0,0
2023-07-05,COMP_66,471037.21,240136.64,230900.57,111.5,0.79,0,0.0,0
2023-07-06,COMP_66,100341.6,63774.97,36566.630000000005,91.1,0.45,0,0.0,0
2023-07-07,COMP_66,215493.53,380812.36,-165318.83,112.35,0.18,0,0.0,0
2023-07-08,COMP_66,268847.01,190561.8,78285.21000000002,109.53,0.4,0,0.0,0
2023-07-09,COMP_66,280582.63,242263.74,38318.890000000014,40.58,0.13,0,0.0,0
2023-07-10,COMP_66,255716.29,339542.44,-83826.15,66.48,0.85,0,0.0,0
2023-07-11,COMP_66,69983.5,326283.28,-256299.78000000003,119.21,0.23,0,0.0,0
2023-07-12,COMP_66,185660.61,295210.8,-109550.19,31.6,0.65,0,0.0,0
2023-07-13,COMP_66,197837.13,131161.87,66675.26000000001,115.7,0.62,0,0.0,0
2023-07-14,COMP_66,59906.75,280520.15,-220613.40000000002,45.46,0.65,1,0.0,0
2023-07-15,COMP_66,233380.83,263281.81,-29900.98000000001,42.82,0.42,0,0.0,0
2023-07-16,COMP_66,286819.77,70354.81,216464.96000000002,100.96,0.39,0,0.0,0
2023-07-17,COMP_66,305493.69,204695.46,100798.23000000001,35.91,0.37,0,0.0,0
2023-07-18,COMP_66,482918.19,268917.1,214001.09000000003,113.37,0.75,0,0.0,0
2023-07-19,COMP_66,357122.94,103770.22,253352.72,58.93,0.71,1,0.0,0
2023-07-20,COMP_66,387174.99,296625.45,90549.53999999998,100.68,0.5,0,0.0,0
2023-07-21,COMP_66,217528.21,290301.48,-72773.26999999999,104.72,0.73,0,0.0,0
2023-07-22,COMP_66,289131.44,5520.98,283610.46,86.81,0.79,0,0.0,0
2023-07-23,COMP_66,437781.95,357171.69,80610.26000000001,96.28,0.31,0,0.0,0
2023-07-24,COMP_66,489461.67,204526.75,284934.92,102.46,0.31,0,0.0,0
2023-07-25,COMP_66,486048.32,232404.66,253643.66,109.64,0.1,0,0.0,0
2023-07-26,COMP_66,333465.93,219007.19,114458.73999999999,90.92,0.45,0,0.0,0
2023-07-27,COMP_66,112944.04,337535.46,-224591.42000000004,111.04,0.32,0,0.0,0
2023-07-28,COMP_66,438834.36,334033.4,104800.95999999996,103.57,0.16,1,0.0,0
2023-07-29,COMP_66,161423.56,82198.57,79224.98999999999,116.5,0.15,1,0.0,0
2023-07-30,COMP_66,488469.5,21099.94,467369.56,41.92,0.11,0,0.0,0
2023-07-31,COMP_66,385472.36,358843.76,26628.599999999977,32.67,0.15,1,0.0,0
2023-08-01,COMP_66,76314.42,180858.76,-104544.34000000001,39.41,0.88,0,0.0,0
2023-08-02,COMP_66,285252.84,291069.74,-5816.899999999965,96.58,0.34,0,0.0,0
2023-08-03,COMP_66,466171.84,219296.78,246875.06000000003,107.81,0.53,0,0.0,0
2023-08-04,COMP_66,287387.83,363062.93,-75675.09999999998,114.76,0.45,0,0.0,0
2023-08-05,COMP_66,124257.05,235400.18,-111143.12999999999,90.17,0.78,0,0.0,0
2023-08-06,COMP_66,260340.09,214766.92,45573.169999999984,114.24,0.4,0,0.0,0
2023-08-07,COMP_66,385707.8,340748.87,44958.92999999999,75.28,0.47,0,0.0,0
2023-08-08,COMP_66,213649.64,102759.65,110889.99000000002,95.2,0.51,0,0.0,0
2023-08-09,COMP_66,211430.07,341976.81,-130546.73999999999,114.95,0.87,1,0.0,0
2023-08-10,COMP_66,189138.27,106706.05,82432.21999999999,48.25,0.69,0,0.0,0
2023-08-11,COMP_66,211973.11,309253.61,-97280.5,66.51,0.46,0,0.0,0
2023-08-12,COMP_66,70336.36,367596.95,-297260.59,97.62,0.55,0,0.0,0
2023-08-13,COMP_66,76069.08,309796.6,-233727.51999999996,64.21,0.72,0,0.0,0
2023-08-14,COMP_66,165377.38,25569.5,139807.88,73.53,0.17,0,0.0,0
2023-08-15,COMP_66,272564.3,78648.44,193915.86,50.35,0.8,0,0.0,0
2023-08-16,COMP_66,383503.48,11497.66,372005.82,107.92,0.26,0,0.0,0
2023-08-17,COMP_66,237263.46,61110.04,176153.41999999998,93.01,0.56,1,0.0,0
2023-08-18,COMP_66,201915.68,156386.46,45529.22,106.84,0.2,0,0.0,0
2023-08-19,COMP_66,477016.85,178841.51,298175.33999999997,87.76,0.21,0,0.0,0
2023-08-20,COMP_66,372461.98,303558.83,68903.14999999997,71.93,0.6,0,0.0,1
2023-08-21,COMP_66,239755.68,160908.25,78847.43,93.88,0.65,0,0.0,0
2023-08-22,COMP_66,227649.25,102684.2,124965.05,51.1,0.79,0,0.0,0
2023-08-23,COMP_66,97592.31,219626.2,-122033.89000000001,72.83,0.71,0,0.0,0
2023-08-24,COMP_66,232901.78,76640.77,156261.01,60.82,0.3,1,0.0,0
2023-08-25,COMP_66,142162.53,46245.75,95916.78,61.35,0.82,0,0.0,0
2023-08-26,COMP_66,16188.82,244031.13,-227842.31,116.25,0.33,0,0.0,0
2023-08-27,COMP_66,194384.5,217299.48,-22914.98000000001,33.0,0.64,0,0.0,0
2023-08-28,COMP_66,51244.44,24259.52,26984.920000000002,30.41,0.12,0,0.0,0
2023-08-29,COMP_66,46458.95,167358.3,-120899.34999999999,66.62,0.31,0,0.0,0
2023-08-30,COMP_66,150644.43,279481.79,-128837.35999999999,39.53,0.67,0,0.0,0
2023-08-31,COMP_66,395513.72,280136.36,115377.35999999999,98.3,0.76,0,0.0,0
2023-09-01,COMP_66,334526.68,234299.32,100227.35999999999,93.84,0.75,0,0.0,0
2023-09-02,COMP_66,297201.31,300580.02,-3378.710000000021,111.1,0.28,0,0.0,0
2023-09-03,COMP_66,129720.89,265642.65,-135921.76,90.62,0.36,0,0.0,0
2023-09-04,COMP_66,267860.17,391670.67,-123810.5,35.13,0.59,0,0.0,0
2023-09-05,COMP_66,296306.67,281982.91,14323.76000000001,85.01,0.5,0,0.0,0
2023-09-06,COMP_66,464274.16,287169.39,177104.76999999996,99.99,0.14,0,0.0,0
2023-09-07,COMP_66,426542.63,317977.26,108565.37,59.28,0.21,0,0.0,0
2023-09-08,COMP_66,198607.5,372185.55,-173578.05,64.85,0.89,0,0.0,0
2023-09-09,COMP_66,164364.78,396205.81,-231841.03,68.34,0.75,0,0.0,0
2023-09-10,COMP_66,449752.45,161860.36,287892.09,94.53,0.44,0,0.0,0
2023-09-11,COMP_66,365074.11,306215.12,58858.98999999999,45.65,0.38,0,0.0,0
2023-09-12,COMP_66,34985.02,68142.21,-33157.19000000001,30.22,0.41,0,0.0,0
2023-09-13,COMP_66,93984.06,174079.77,-80095.70999999999,52.41,0.16,1,0.0,0
2023-09-14,COMP_66,35780.38,86077.09,-50296.71,93.59,0.15,1,0.0,0
2023-09-15,COMP_66,273219.38,163600.45,109618.93,72.93,0.68,0,0.0,0
2023-09-16,COMP_66,419565.08,283324.06,136241.02000000002,63.08,0.25,0,0.0,0
2023-09-17,COMP_66,401818.19,15504.97,386313.22000000003,31.02,0.49,0,0.0,0
2023-09-18,COMP_66,50872.27,379256.86,-328384.58999999997,55.37,0.8,0,0.0,0
2023-09-19,COMP_66,112725.07,24373.59,88351.48000000001,83.66,0.74,0,0.0,0
2023-09-20,COMP_66,454734.61,60044.0,394690.61,86.34,0.48,0,0.0,0
2023-09-21,COMP_66,246930.28,280908.27,-33977.99000000002,35.5,0.19,0,0.0,0
2023-09-22,COMP_66,102875.19,335864.05,-232988.86,72.36,0.67,0,0.0,0
2023-09-23,COMP_66,411221.94,21857.95,389363.99,58.43,0.51,0,0.0,0
2023-09-24,COMP_66,463593.65,296219.6,167374.05000000005,35.74,0.46,0,0.0,0
2023-09-25,COMP_66,440964.73,51996.27,388968.45999999996,75.06,0.46,0,0.0,0
2023-09-26,COMP_66,430829.92,317787.63,113042.28999999998,46.92,0.73,0,0.0,0
2023-09-27,COMP_66,61321.82,379697.61,-318375.79,77.71,0.9,1,0.0,0
2023-09-28,COMP_66,167918.14,81544.91,86373.23000000001,31.0,0.22,0,0.0,0
2023-09-29,COMP_66,425212.9,336887.68,88325.22000000003,117.75,0.66,0,0.0,0
2023-09-30,COMP_66,344106.48,185893.23,158213.24999999997,91.41,0.57,0,0.0,0
2023-10-01,COMP_66,117363.34,311530.58,-194167.24000000002,53.16,0.79,0,0.0,0
2023-10-02,COMP_66,434645.8,339764.27,94881.52999999997,105.15,0.76,0,0.0,0
2023-10-03,COMP_66,477765.11,313586.51,164178.59999999998,42.85,0.29,0,0.0,0
2023-10-04,COMP_66,442528.51,170244.72,272283.79000000004,68.62,0.43,0,0.0,0
2023-10-05,COMP_66,367766.44,352787.76,14978.679999999993,94.93,0.32,0,0.0,0
2023-10-06,COMP_66,341002.77,305786.07,35216.70000000001,74.07,0.12,0,0.0,0
2023-10-07,COMP_66,69723.65,363769.69,-294046.04000000004,115.55,0.63,0,0.0,0
2023-10-08,COMP_66,432607.64,289185.58,143422.06,74.21,0.23,0,0.0,0
2023-10-09,COMP_66,311420.42,312729.01,-1308.5900000000256,86.52,0.11,0,0.0,0
2023-10-10,COMP_66,220363.13,116729.47,103633.66,40.47,0.55,0,0.0,1
2023-10-11,COMP_66,320476.95,128107.15,192369.80000000002,67.25,0.68,0,0.0,0
2023-10-12,COMP_66,78352.64,217069.23,-138716.59000000003,117.45,0.37,0,0.0,0
2023-10-13,COMP_66,264313.84,399059.38,-134745.53999999998,49.26,0.53,0,0.0,0
2023-10-14,COMP_66,436621.27,305460.63,131160.64,47.1,0.62,0,0.0,1
2023-10-15,COMP_66,284262.49,175069.39,109193.09999999998,88.17,0.58,1,0.0,0
2023-10-16,COMP_66,380502.75,393932.45,-13429.700000000012,86.86,0.21,1,0.0,0
2023-10-17,COMP_66,494739.27,211286.96,283452.31000000006,34.5,0.84,0,0.0,0
2023-10-18,COMP_66,179966.19,63439.63,116526.56,113.58,0.52,0,0.0,0
2023-10-19,COMP_66,67395.98,23899.42,43496.56,64.04,0.11,0,0.0,0
2023-10-20,COMP_66,294025.3,279278.07,14747.229999999981,100.15,0.86,0,0.0,0
2023-10-21,COMP_66,200527.41,155844.92,44682.48999999999,91.27,0.26,0,0.0,0
2023-10-22,COMP_66,68108.49,339926.3,-271817.81,42.88,0.5,0,0.0,0
2023-10-23,COMP_66,310662.82,256639.03,54023.79000000001,78.86,0.82,0,0.0,0
2023-10-24,COMP_66,120119.54,82353.93,37765.61,73.33,0.32,0,0.0,0
2023-10-25,COMP_66,67137.03,249831.1,-182694.07,36.8,0.35,0,0.0,0
2023-10-26,COMP_66,391284.1,384185.87,7098.229999999981,114.27,0.17,0,0.0,0
2023-10-27,COMP_66,96609.23,42145.4,54463.829999999994,39.34,0.5,0,0.0,0
2023-10-28,COMP_66,91441.2,243128.99,-151687.78999999998,63.84,0.89,0,0.0,0
2023-10-29,COMP_66,383416.75,374803.53,8613.219999999972,97.51,0.32,0,0.0,0
2023-10-30,COMP_66,262563.58,79728.38,182835.2,68.51,0.66,0,0.0,0
2023-10-31,COMP_66,280187.79,349940.47,-69752.68,116.44,0.66,0,0.0,0
2023-11-01,COMP_66,183342.21,328545.26,-145203.05000000002,85.29,0.72,0,0.0,0
2023-11-02,COMP_66,362998.31,104230.04,258768.27000000002,91.09,0.63,0,0.0,0
2023-11-03,COMP_66,265328.23,256432.0,8896.229999999981,79.61,0.37,0,0.0,0
2023-11-04,COMP_66,124056.31,154484.49,-30428.179999999993,72.45,0.78,0,0.0,0
2023-11-05,COMP_66,56002.97,271769.76,-215766.79,66.73,0.33,0,0.0,1
2023-11-06,COMP_66,366799.97,8843.56,357956.41,117.62,0.21,0,0.0,0
2023-11-07,COMP_66,80331.38,173352.46,-93021.07999999999,111.13,0.31,0,0.0,0
2023-11-08,COMP_66,337939.93,239875.34,98064.59,37.01,0.8,0,0.0,0
2023-11-09,COMP_66,228724.59,390078.94,-161354.35,105.41,0.31,0,0.0,0
2023-11-10,COMP_66,289792.08,294182.34,-4390.260000000009,71.91,0.34,0,0.0,0
2023-11-11,COMP_66,44488.5,365309.23,-320820.73,53.27,0.59,0,0.0,0
2023-11-12,COMP_66,450629.87,331993.19,118636.68,79.66,0.43,0,0.0,0
2023-11-13,COMP_66,474175.25,356234.24,117941.01000000001,76.01,0.77,1,0.0,0
2023-11-14,COMP_66,139215.27,88325.55,50889.71999999999,89.83,0.89,0,0.0,1
2023-11-15,COMP_66,66560.24,251233.69,-184673.45,91.12,0.13,0,0.0,0
2023-11-16,COMP_66,454484.52,282294.64,172189.88,86.49,0.2,0,0.0,0
2023-11-17,COMP_66,157953.69,177839.59,-19885.899999999994,112.81,0.58,0,0.0,0
2023-11-18,COMP_66,388930.44,390166.47,-1236.0299999999697,118.37,0.63,0,0.0,0
2023-11-19,COMP_66,43335.96,68913.47,-25577.510000000002,110.17,0.7,0,0.0,0
2023-11-20,COMP_66,40516.58,346465.63,-305949.05,57.12,0.54,1,0.0,0
2023-11-21,COMP_66,442309.34,107159.01,335150.33,40.32,0.12,0,0.0,0
2023-11-22,COMP_66,476579.02,77477.86,399101.16000000003,103.09,0.79,0,0.0,0
2023-11-23,COMP_66,145662.93,11065.05,134597.88,68.1,0.49,0,0.0,0
2023-11-24,COMP_66,424803.97,194446.58,230357.38999999998,90.36,0.47,0,0.0,1
2023-11-25,COMP_66,391511.03,392570.23,-1059.1999999999534,104.0,0.47,0,0.0,0
2023-11-26,COMP_66,325416.27,261972.81,63443.46000000002,48.07,0.19,0,0.0,0
2023-11-27,COMP_66,368909.4,235223.39,133686.01,31.13,0.88,0,0.0,0
2023-11-28,COMP_66,311217.6,102878.56,208339.03999999998,104.5,0.31,0,0.0,0
2023-11-29,COMP_66,169772.55,69423.8,100348.74999999999,45.86,0.11,0,0.0,0
2023-11-30,COMP_66,246104.75,194363.63,51741.119999999995,91.14,0.51,0,0.0,0
2023-12-01,COMP_66,280451.55,339786.32,-59334.77000000002,119.13,0.63,0,0.0,0
2023-12-02,COMP_66,39950.95,312875.03,-272924.08,33.82,0.49,1,0.0,0
2023-12-03,COMP_66,34408.05,155979.09,-121571.04,59.32,0.16,0,0.0,0
2023-12-04,COMP_66,169257.22,22076.19,147181.03,106.62,0.54,0,0.0,0
2023-12-05,COMP_66,49018.29,6708.73,42309.56,106.02,0.88,0,0.0,0
2023-12-06,COMP_66,68531.74,225823.14,-157291.40000000002,31.9,0.73,0,0.0,0
2023-12-07,COMP_66,243741.17,297212.48,-53471.30999999997,79.61,0.53,0,0.0,0
2023-12-08,COMP_66,385276.05,285646.51,99629.53999999998,111.11,0.73,0,0.0,0
2023-12-09,COMP_66,377299.61,141613.8,235685.81,88.06,0.71,0,0.0,0
2023-12-10,COMP_66,328794.68,12885.11,315909.57,79.81,0.26,0,0.0,0
2023-12-11,COMP_66,214533.81,109522.07,105011.73999999999,105.28,0.79,0,0.0,0
2023-12-12,COMP_66,28963.4,181597.8,-152634.4,39.38,0.55,1,3075.64,0
2023-12-13,COMP_66,393991.58,305185.34,88806.23999999999,54.01,0.6,0,0.0,0
2023-12-14,COMP_66,460775.5,207120.51,253654.99,33.03,0.66,0,0.0,0
2023-12-15,COMP_66,87365.21,16117.2,71248.01000000001,98.62,0.83,0,0.0,0
2023-12-16,COMP_66,463267.97,83389.43,379878.54,68.12,0.82,1,0.0,0
2023-12-17,COMP_66,476197.06,195214.21,280982.85,87.24,0.71,0,0.0,0
2023-12-18,COMP_66,462295.4,305962.36,156333.04000000004,40.5,0.14,0,0.0,0
2023-12-19,COMP_66,430598.98,166928.31,263670.67,41.1,0.7,0,0.0,0
2023-12-20,COMP_66,218118.1,258683.3,-40565.19999999998,97.82,0.86,0,0.0,0
2023-12-21,COMP_66,425734.16,203529.55,222204.61,83.27,0.66,0,0.0,0
2023-12-22,COMP_66,116671.26,173797.34,-57126.08,59.89,0.86,0,0.0,0
2023-12-23,COMP_66,494085.29,204314.12,289771.17,69.22,0.63,0,0.0,0
2023-12-24,COMP_66,243229.08,168192.96,75036.12,68.21,0.65,0,0.0,0
2023-12-25,COMP_66,302139.67,347193.72,-45054.04999999999,102.67,0.52,1,0.0,0
2023-12-26,COMP_66,161233.52,67427.61,93805.90999999999,50.21,0.64,0,0.0,0
2023-12-27,COMP_66,244246.35,65679.64,178566.71000000002,66.43,0.29,0,0.0,0
2023-12-28,COMP_66,155870.53,389232.92,-233362.38999999998,74.9,0.24,0,0.0,0
2023-12-29,COMP_66,244644.81,356936.25,-112291.44,99.51,0.19,0,0.0,0
2023-12-30,COMP_66,198935.13,372847.2,-173912.07,54.2,0.11,0,0.0,0
2023-12-31,COMP_66,217984.41,47435.8,170548.61,67.78,0.89,0,0.0,0
2023-01-01,COMP_67,68102.33,47464.1,20638.230000000003,34.35,0.23,1,0.0,0
2023-01-02,COMP_67,173426.61,60017.0,113409.60999999999,80.48,0.2,0,0.0,0
2023-01-03,COMP_67,266360.3,96592.24,169768.06,58.32,0.41,1,0.0,0
2023-01-04,COMP_67,277395.39,274924.21,2471.179999999993,38.79,0.25,0,0.0,0
2023-01-05,COMP_67,19915.26,46566.63,-26651.37,39.35,0.69,0,0.0,0
2023-01-06,COMP_67,495689.01,354964.75,140724.26,68.43,0.46,0,0.0,0
2023-01-07,COMP_67,397952.65,256971.8,140980.85000000003,42.63,0.66,0,0.0,0
2023-01-08,COMP_67,447153.7,30480.81,416672.89,63.44,0.12,0,0.0,0
2023-01-09,COMP_67,10244.44,264218.09,-253973.65000000002,88.36,0.83,0,0.0,0
2023-01-10,COMP_67,344197.16,157245.42,186951.73999999996,45.62,0.6,0,0.0,0
2023-01-11,COMP_67,369427.5,277200.17,92227.33000000002,83.92,0.73,0,0.0,0
2023-01-12,COMP_67,496228.83,208504.66,287724.17000000004,117.22,0.57,0,0.0,0
2023-01-13,COMP_67,435080.62,157682.01,277398.61,109.07,0.33,0,0.0,0
2023-01-14,COMP_67,394221.09,316679.43,77541.66000000003,119.65,0.87,0,0.0,0
2023-01-15,COMP_67,262935.46,292289.71,-29354.25,90.91,0.64,0,0.0,0
2023-01-16,COMP_67,110702.05,352701.84,-241999.79000000004,67.7,0.47,1,0.0,0
2023-01-17,COMP_67,146910.41,355816.57,-208906.16,79.34,0.62,0,0.0,1
2023-01-18,COMP_67,345223.79,143479.62,201744.16999999998,81.36,0.79,0,0.0,0
2023-01-19,COMP_67,13502.87,67721.28,-54218.409999999996,79.3,0.4,0,0.0,0
2023-01-20,COMP_67,102306.57,329775.8,-227469.22999999998,60.88,0.77,0,0.0,0
2023-01-21,COMP_67,324663.86,136447.65,188216.21,49.41,0.85,0,0.0,0
2023-01-22,COMP_67,492913.3,149953.07,342960.23,61.17,0.27,0,0.0,0
2023-01-23,COMP_67,131127.36,304040.3,-172912.94,69.36,0.27,0,0.0,0
2023-01-24,COMP_67,127846.9,300192.34,-172345.44000000003,106.83,0.86,1,0.0,0
2023-01-25,COMP_67,42733.64,243137.5,-200403.86,36.23,0.66,0,0.0,0
2023-01-26,COMP_67,383475.31,108494.78,274980.53,64.24,0.15,0,0.0,0
2023-01-27,COMP_67,322689.68,111337.89,211351.78999999998,85.7,0.34,0,0.0,0
2023-01-28,COMP_67,161074.39,88513.15,72561.24000000002,116.23,0.79,0,0.0,0
2023-01-29,COMP_67,270400.95,18899.56,251501.39,104.82,0.44,0,0.0,0
2023-01-30,COMP_67,90961.02,279855.6,-188894.57999999996,87.54,0.23,0,0.0,0
2023-01-31,COMP_67,390975.73,243371.54,147604.18999999997,38.67,0.24,0,0.0,0
